date	diffSRWtrend	diffIRWtrend
1660	-0.01354705783594135	-0.03241321153999444
1661	-0.01496944567857028	-0.03241321153999621
1662	-0.01674340800743579	-0.03324400841579767
1663	-0.01878049403034332	-0.03476824899895448
1664	-0.02038534101871647	-0.0353820593451637
1665	-0.02147665577999014	-0.03498612473471141
1666	-0.02270964359681749	-0.03522279116085159
1667	-0.02360996241786673	-0.03495773946366043
1668	-0.02501144893560259	-0.03622548902066924
1669	-0.02567990662914532	-0.03602452946383039
1670	-0.02650596070521338	-0.03654256353937591
1671	-0.02671484000399538	-0.03588132128703236
1672	-0.02648012231444774	-0.03447739194996124
1673	-0.02572114381584534	-0.0321301177336224
1674	-0.0242388967103615	-0.02836001040571112
1675	-0.02215885394935135	-0.02348178389609501
1676	-0.01984359156126914	-0.01837100614143949
1677	-0.01775100330236867	-0.01411315295509574
1678	-0.01638794456007453	-0.01189076984187132
1679	-0.01527115700566561	-0.01049130550203436
1680	-0.01433589656692646	-0.009758309965583578
1681	-0.01390850580666481	-0.01047418307283721
1682	-0.01372697263043499	-0.01198273207141654
1683	-0.01361388928275531	-0.01385314016557082
1684	-0.01363117102281564	-0.01623491972191715
1685	-0.01344265344858186	-0.01830978392827554
1686	-0.01334109219266111	-0.02078604423591024
1687	-0.01387375921767564	-0.02494481740030174
1688	-0.01415969991956523	-0.02859394693442852
1689	-0.01288130803148135	-0.02856028742657024
1690	-0.0103614771784919	-0.02567982465652463
1691	-0.007430267115784872	-0.02194373876251277
1692	-0.003694111460969651	-0.01633977997679636
1693	0.001220142961740223	-0.007948519683019128
1694	0.006862630949541426	0.002147334357115227
1695	0.01262381561176973	0.01251777931247666
1696	0.01892212917861436	0.0242274885863214
1697	0.02500288565333797	0.03547227311713641
1698	0.03007955023772979	0.04441913355515226
1699	0.03472295763287292	0.05252252811733982
1700	0.03852056849428642	0.0588057796463346
1701	0.04082477840761101	0.06175409064155701
1702	0.04223411467411609	0.06287454256100311
1703	0.04259931969371245	0.06181704601474358
1704	0.04193236655605403	0.05863240671880021
1705	0.04076140041182086	0.0546059929419922
1706	0.03910599278661664	0.04976429278996086
1707	0.0370539883140264	0.04430669067322768
1708	0.03427165178488423	0.03742206782408886
1709	0.03167975713551208	0.03133842612692916
1710	0.02926691913305923	0.02597986840412503
1711	0.02749366270078291	0.02242238819330034
1712	0.02567701126328004	0.01897602373196783
1713	0.02438547419261994	0.01701595778175857
1714	0.02370268211400095	0.01670565060754114
1715	0.0234548767718703	0.01759374931604718
1716	0.0231052707988546	0.01837662545486474
1717	0.0231341963630971	0.02022695859310986
1718	0.02363629432476344	0.02334424998679197
1719	0.02370577442139243	0.02552563381236617
1720	0.02348784176111707	0.02715662972204846
1721	0.02312733635989339	0.02859240338128188
1722	0.02281251612350133	0.03027474266099972
1723	0.02222844582307104	0.03142227754996441
1724	0.02103570456981352	0.03121763661403065
1725	0.01946811248290814	0.03023307082675863
1726	0.0179061311942057	0.02936045559728129
1727	0.01603487215369093	0.02779089463141382
1728	0.01316706075378526	0.02384816752557484
1729	0.009575352105672508	0.01820132018825227
1730	0.005783925194466022	0.01208561782440398
1731	0.001530361874920061	0.00481203017151266
1732	-0.003418110951947995	-0.00420392902780975
1733	-0.00841316807223258	-0.01341198564572821
1734	-0.01338120815566057	-0.02268385485247215
1735	-0.01834823708777122	-0.03211313426629481
1736	-0.02244444587524441	-0.03962596419539999
1737	-0.02585435932031466	-0.04572644284342609
1738	-0.0286123281602606	-0.05051479981285212
1739	-0.02994320085400837	-0.05213423754572943
1740	-0.02977015373961756	-0.05045162399228076
1741	-0.02789634707559863	-0.04503399990295165
1742	-0.02464113078411856	-0.03669648385242752
1743	-0.02229657393755957	-0.03095727001732129
1744	-0.01968247498421327	-0.02484789981645719
1745	-0.01763037033710901	-0.02035756111780351
1746	-0.01515221366021713	-0.01504601274285733
1747	-0.01290009847069484	-0.01049193906071011
1748	-0.01104869599330627	-0.00706697534388212
1749	-0.009869259400810293	-0.005368111706811618
1750	-0.008494407368393908	-0.003248873363478566
1751	-0.007561711863536047	-0.002242788777063964
1752	-0.00654178532216676	-0.001025546130586363
1753	-0.005032054424271237	0.001373086313508409
1754	-0.0039077145630948	0.002832751563627056
1755	-0.00278388456407086	0.00432326807747252
1756	-0.001703205227883586	0.005740844404005685
1757	-0.0008587370690023022	0.00661980094010417
1758	-0.0006485811140013453	0.006011968507296572
1759	-0.001136567195295868	0.003793715861673874
1760	-0.002288889508314185	7.209398972207737e-05
1761	-0.004172133277020151	-0.005288188850913755
1762	-0.005865891013426605	-0.01004419608400831
1763	-0.007116086513461184	-0.01361152248117037
1764	-0.007368186329946624	-0.01468032447278489
1765	-0.006545581972968506	-0.01311372927648158
1766	-0.005063554652659619	-0.009946563923744378
1767	-0.003195767899434543	-0.005841314055309965
1768	-0.00121435044082574	-0.001448637285568211
1769	0.0007578556496365962	0.002944502118195302
1770	0.00255137161841823	0.006933946843410865
1771	0.004193159228732313	0.01058770091206718
1772	0.005513671596366621	0.01348985998461316
1773	0.006087220978182373	0.01461735077017501
1774	0.005718635760860735	0.01352563692852726
1775	0.004748848768102221	0.01106087252139609
1776	0.003326055769282021	0.007577464694414004
1777	0.001345661240538476	0.002822088966535574
1778	-0.000216779944233636	-0.0008514444840397317
1779	-0.001946423830171184	-0.004897983865468802
1780	-0.00381171619243581	-0.009225460752450232
1781	-0.005729310103042451	-0.01361706654527239
1782	-0.006469861199262184	-0.01510996096568107
1783	-0.006646448585007292	-0.01524390759939287
1784	-0.005157439360175431	-0.01137865232903579
1785	-0.003584876476741883	-0.007396177273948368
1786	-0.001178349082787022	-0.001456979829963956
1787	0.0007197933416360769	0.003173862616492329
1788	0.00226488450631912	0.006919392033761795
1789	0.002833701246702347	0.008296224929434715
1790	0.003073211880357363	0.008904557832000393
1791	0.003007356717404264	0.00878881762352357
1792	0.002404677775608377	0.007388263756153535
1793	0.00166487292269224	0.005677608530108458
1794	0.0008498200213544749	0.003790368522459175
1795	-3.235303644899545e-05	0.001734393039749094
1796	-0.001026762342373644	-0.00060589165733127
1797	-0.001337975713916251	-0.001326554831550197
1798	-0.001732342363098383	-0.002328247724795673
1799	-0.002112282038295277	-0.003369561452274183
1800	-0.002520700976514689	-0.004563065584497039
1801	-0.002403833397297106	-0.004590334324531042
1802	-0.003172681658153209	-0.00688414377322033
1803	-0.004053479907566881	-0.009520604791418918
1804	-0.004634487463565762	-0.01151896753189341
1805	-0.005236248099917518	-0.01367089619058071
1806	-0.005794720423455857	-0.01580303148241136
1807	-0.005793333459989114	-0.0166555159577193
1808	-0.005538654018756972	-0.01697126682314654
1809	-0.004254161410678137	-0.01485724980691394
1810	-0.002619996984323691	-0.01196772021055637
1811	-0.0005930212300668813	-0.008155530195391947
1812	0.001880143635286657	-0.003259300424183209
1813	0.004611839857195932	0.002297468133919622
1814	0.008404146971731308	0.01047346437941421
1815	0.01215308365399004	0.01858693276560963
1816	0.01595406808816158	0.02691655571413776
1817	0.01876703048908013	0.03298385170785423
1818	0.02124934651847177	0.03844038080520917
1819	0.02224028772125486	0.04049859909381759
1820	0.0221123948307973	0.04013055349187411
1821	0.02173676545039882	0.03944928874878428
1822	0.02090286474749448	0.03790398262974826
1823	0.0189721570868091	0.03394557588126368
1824	0.01660760392697114	0.02919065942964316
1825	0.01448271539686807	0.02521545758117405
1826	0.01134058993298837	0.01892376996761946
1827	0.007602433036524303	0.01135146066909698
1828	0.003749537079704268	0.00363080613421829
1829	0.0003201247737081303	-0.003000500155108554
1830	-0.002882699399112454	-0.009092817852852875
1831	-0.004976196905229102	-0.01257679309251003
1832	-0.007527974195120635	-0.0173180443434866
1833	-0.01062033524131145	-0.02348084751638169
1834	-0.01318261369939577	-0.02847382349059835
1835	-0.01538966296782185	-0.03276947899531635
1836	-0.01712285314181727	-0.03609296669759487
1837	-0.01725771230662865	-0.03575215715869184
1838	-0.01601045702508053	-0.03234164040448739
1839	-0.01384508189865663	-0.02700807004442574
1840	-0.01087783042402357	-0.02002723048169841
1841	-0.008004201735143823	-0.01354544052299644
1842	-0.005141680560923234	-0.007306889403542627
1843	-0.002685375107539301	-0.002228815727635336
1844	-0.0006394826638551621	0.001731556559148473
1845	0.001344117156088842	0.005452063840493793
1846	0.003178749116864665	0.008738242085094328
1847	0.004373360930385317	0.01043781828176726
1848	0.004366819617150242	0.009269212574894325
1849	0.004612136438725045	0.008813976705688731
1850	0.004772397475566237	0.008242758874285272
1851	0.005031345575691404	0.00802379880579096
1852	0.005424733238337254	0.008258787183260452
1853	0.005835590823910053	0.008683126025571752
1854	0.006337959839674667	0.009498059166748618
1855	0.007552429747503808	0.01220257756780718
1856	0.008429995010679647	0.01424124362157997
1857	0.009468623939097753	0.01684941141949814
1858	0.009547186538505059	0.01732128179618364
1859	0.009089264136516562	0.01673632146974136
1860	0.009029421914018343	0.01734255645916605
1861	0.008935897350406563	0.01803847099971279
1862	0.009193721931191945	0.01972349324598355
1863	0.008309806889009508	0.01875680408374869
1864	0.006867922278679828	0.01658750527497155
1865	0.004828627570134358	0.01309648966400623
1866	0.002639487555095243	0.009334081971607233
1867	-0.000286307663085239	0.003837803383721194
1868	-0.003372397323355258	-0.002011947743287834
1869	-0.006421293318545906	-0.007790662423753147
1870	-0.009928542546415287	-0.01473625898498732
1871	-0.01267034406979839	-0.01991534184644728
1872	-0.01486504750464235	-0.02394446277619267
1873	-0.01693737131343021	-0.02789215388354016
1874	-0.01892068747815046	-0.03184714793183474
1875	-0.02019066399437186	-0.03431910540142447
1876	-0.02123070668318761	-0.03651487667006315
1877	-0.02183605153373058	-0.03793568147548498
1878	-0.02172944503831609	-0.03792040193083501
1879	-0.02070950304296915	-0.03600064007210158
1880	-0.0188523289966831	-0.03237639883783672
1881	-0.01597403474787384	-0.02661029224013056
1882	-0.01380476875954706	-0.0228641460657748
1883	-0.01148879103812206	-0.01896561005404429
1884	-0.00946027035839947	-0.01592586885133507
1885	-0.00702058242986503	-0.01199849285850085
1886	-0.004383215485056269	-0.007677512464768554
1887	-0.0007256631521386225	-0.0009454602151368618
1888	0.003217911340382074	0.006418958633821248
1889	0.007382019832103737	0.01430298296094179
1890	0.01125728232158885	0.02151597717298515
1891	0.01441699093185811	0.02708812858899279
1892	0.01726308152600176	0.03204560559481706
1893	0.01961080430257844	0.03595537610811483
1894	0.02105786612249361	0.03787063797961387
1895	0.02102637090462522	0.03644508536450353
1896	0.02084179222528348	0.03492509067960547
1897	0.02027274983490202	0.03270838493303074
1898	0.01880755259875677	0.02855658920353576
1899	0.01679392230722776	0.02333291180886476
1900	0.01438054672626521	0.01739093998816443
1901	0.01235135691369393	0.0126024186168685
1902	0.01075913852572619	0.009034676474719561
1903	0.009743999998528707	0.006977887491803614
1904	0.009096139400405434	0.005879072031818922
1905	0.008495123192446385	0.004939121249583067
1906	0.008155013419774093	0.004660007887402173
1907	0.007801407637627378	0.004348674272037556
1908	0.007495669282512551	0.004138931166506765
1909	0.007499144186899898	0.004635080887201326
1910	0.007334967008706172	0.004652768374203475
1911	0.007200994080115208	0.004666946563347096
1912	0.006407683753362647	0.00300655287359497
1913	0.005181262271770848	0.0002543733387732061
1914	0.00435100991139592	-0.00158339284096165
1915	0.003627693640561702	-0.003235910112401541
1916	0.00344836057828779	-0.003646724482369024
1917	0.004164191627795688	-0.001993365357424892
1918	0.005192540452457095	0.0002915760367514508
1919	0.006574926624866251	0.00332378303116343
1920	0.007564175063631495	0.005315940987403067
1921	0.008729097397027985	0.007687506734152194
1922	0.009171444564010756	0.008284144537050508
1923	0.009545387207632317	0.008747679488530835
1924	0.01087445858289193	0.01154249544974384
1925	0.01197457930760493	0.01377136730560657
1926	0.01290015458153349	0.01561515236603839
1927	0.01370751269139703	0.01723833162277977
1928	0.0142514126486617	0.01831115438951514
1929	0.01492056278214271	0.01979144362409002
1930	0.01536505653722031	0.02083151190923971
1931	0.01585809359866985	0.02210604082574719
1932	0.01598009077005713	0.02260012018092539
1933	0.01593262192795208	0.02281845636061242
1934	0.01522198243641526	0.02157406082422852
1935	0.01397267138937686	0.01919871443577748
1936	0.0126037127819405	0.01671203732817439
1937	0.01138907275969459	0.01475407224075553
1938	0.01025258123962836	0.01311257875888572
1939	0.00895651654781382	0.01120102445184301
1940	0.007596372038864985	0.009249693891122845
1941	0.006763831922125263	0.008664708896141349
1942	0.00627227119912277	0.008938540708133047
1943	0.005574974839435143	0.008720946951486397
1944	0.004402972468639632	0.00736455013702475
1945	0.002479651421495532	0.004211602200243192
1946	0.0005116996921117334	0.000973911519736248
1947	-0.001764256869211778	-0.00302003583187016
1948	-0.003683878688468312	-0.006183513568521093
1949	-0.005703069610065725	-0.00966126526443567
1950	-0.007800074520904587	-0.01340152430040042
1951	-0.009600882727804461	-0.01650862537837838
1952	-0.01031731856832785	-0.01711964106369557
1953	-0.01062015989282905	-0.0169194836483193
1954	-0.01070385480812419	-0.0163835504579648
1955	-0.01090656913077837	-0.01632386600294211
1956	-0.01067324704286499	-0.01539248953477923
1957	-0.01041207448940362	-0.0146003827147041
1958	-0.01024232842594586	-0.01422670890200095
1959	-0.0106760066435676	-0.01548459492814303
1960	-0.01084536631038269	-0.01624061016425671
1961	-0.01113576024135554	-0.01743471863118806
1962	-0.0105054492629808	-0.0165390163421133
1963	-0.009211132952472667	-0.01421559065911637
1964	-0.006822059500271038	-0.009442041622049757
1965	-0.004423614999442549	-0.00486545147821893
1966	-0.002536355049752359	-0.001694685975037302
1967	-0.0006433595987438423	0.001364404678035669
1968	0.0008053466594510894	0.003229671469613393
1969	0.002088076910471415	0.004601078434138373
1970	0.003344488588030714	0.005818001912103909
1971	0.004367782681388377	0.006381936921862064
1972	0.005088624432444178	0.006144207071383079
1973	0.005730312127019133	0.005662041058409173
1974	0.006470477239503225	0.005366445451191026
1975	0.006941022773718331	0.004373621034776676
1976	0.00740091453176106	0.003339291180184389
1977	0.00791668222636055	0.002438315526314128
1978	0.008948791487437546	0.002792908390375715
1979	0.01077002088696233	0.005046721739594417
1980	0.01306050167507777	0.008413097904794498
1981	0.01578249914034124	0.01281287208706772
1982	0.01820061090659841	0.016492055158281
1983	0.02059358422287083	0.02017865122559392
1984	0.02270156412441793	0.02327298002560418
1985	0.02494132731579057	0.02681618554479925
1986	0.02773399109572594	0.03182173654200682
1987	0.03095441645053754	0.03796314039329296
1988	0.03386151194272102	0.04344907500341755
1989	0.03587372757791663	0.04691873695195881
1990	0.03677521615963997	0.04791098066561261
1991	0.03687397832492323	0.04721693955273132
1992	0.03681575405228088	0.04640318325981241
1993	0.03709386768594669	0.0466233859705607
1994	0.0369990500776467	0.04612206433774446
1995	0.0366158576574982	0.04510985942938461
1996	0.03556722073433249	0.04267232461436699
1997	0.03428704003227701	0.03986293749752967
1998	0.03315604720183707	0.03756551588666568
1999	0.03110603535352396	0.03316791892540394
2000	0.02894667519784733	0.02865104685709774
2001	0.02665840029970035	0.02393479111910324
2002	0.0245975509682328	0.01985629817499657
2003	0.02257006891223234	0.01591617953604363
2004	0.02026018956569153	0.01135360305210042
2005	0.01817426256728183	0.007410376678503638
2006	0.01638075591568189	0.004244565831433178
2007	0.01498875834342606	0.002124339528055685
2008	0.01410282479909597	0.001312819330273385
2009	0.01422198188034507	0.003021926246576712
2010	0.0152619836374317	0.007035031707321338
2011	0.01683252250336587	0.01241841938316313
2012	0.01897513514695071	0.01930024850971357
2013	0.02034291579739644	0.02446427120242767
2014	0.0219722133076985	0.03049815797231759
2015	0.02314839699910642	0.03567952218104686
2016	0.02336684343826256	0.03884428860392397
2017	0.02358599057709121	0.0423534245362589
2018	0.0233964480282296	0.04519206564519962
2019	0.02280200638680618	0.04736522404792609
2020	0.02194166031711831	0.04918091850673001
2021	0.02094481814360449	0.05089084309499015
2022	0.01958298260574942	0.05185579813399244
2023	0.01815186638672728	0.0526841394687505
