date	Temperatures	SRWtrend	IRWtrend
1659	8.9	9.10589413176495	9.249321770992704
1660	9.1	9.092347073929009	9.21690855945271
1661	9.800000000000001	9.077377628250439	9.184495347912714
1662	9.5	9.060634220243003	9.151251339496916
1663	8.6	9.041853726212659	9.116483090497962
1664	9.300000000000001	9.021468385193943	9.081101031152798
1665	8.300000000000001	8.999991729413953	9.046114906418087
1666	9.9	8.977282085817135	9.010892115257235
1667	8.5	8.953672123399269	8.975934375793575
1668	9.5	8.928660674463666	8.939708886772905
1669	9	8.902980767834521	8.903684357309075
1670	9	8.876474807129307	8.867141793769699
1671	9.1	8.849759967125312	8.831260472482667
1672	8.800000000000001	8.823279844810864	8.796783080532705
1673	8.4	8.797558700995019	8.764652962799083
1674	8.1	8.773319804284657	8.736292952393372
1675	7.9	8.751160950335306	8.712811168497277
1676	8.800000000000001	8.731317358774037	8.694440162355837
1677	8.800000000000001	8.713566355471668	8.680327009400742
1678	8.4	8.697178410911594	8.66843623955887
1679	8.800000000000001	8.681907253905928	8.657944934056836
1680	8.9	8.667571357339002	8.648186624091252
1681	8.699999999999999	8.653662851532337	8.637712441018415
1682	9	8.639935878901902	8.625729708946999
1683	8.5	8.626321989619147	8.611876568781428
1684	8	8.612690818596331	8.595641649059511
1685	9.199999999999999	8.599248165147749	8.577331865131235
1686	10.2	8.585907072955088	8.556545820895325
1687	9	8.572033313737412	8.531601003495023
1688	7.9	8.557873613817847	8.503007056560595
1689	8.6	8.544992305786366	8.474446769134024
1690	8.9	8.534630828607874	8.4487669444775
1691	8.199999999999999	8.527200561492089	8.426823205714987
1692	7.7	8.523506450031119	8.410483425738191
1693	8.5	8.52472659299286	8.402534906055172
1694	7.7	8.531589223942401	8.404682240412287
1695	7.3	8.544213039554171	8.417200019724763
1696	8.5	8.563135168732785	8.441427508311085
1697	8.1	8.588138054386123	8.476899781428221
1698	7.7	8.618217604623853	8.521318914983373
1699	8.800000000000001	8.652940562256726	8.573841443100713
1700	8.6	8.691461130751012	8.632647222747048
1701	8.699999999999999	8.732285909158623	8.694401313388605
1702	9.300000000000001	8.774520023832739	8.757275855949608
1703	9.1	8.817119343526452	8.819092901964352
1704	9.1	8.859051710082506	8.877725308683152
1705	8.699999999999999	8.899813110494327	8.932331301625144
1706	9.800000000000001	8.938919103280943	8.982095594415105
1707	9.4	8.97597309159497	9.026402285088333
1708	9.699999999999999	9.010244743379854	9.063824352912421
1709	8.699999999999999	9.041924500515366	9.095162779039351
1710	9.5	9.071191419648425	9.121142647443476
1711	9.4	9.098685082349208	9.143565035636776
1712	9.1	9.124362093612488	9.162541059368744
1713	8.6	9.148747567805108	9.179557017150502
1714	9.4	9.172450249919109	9.196262667758043
1715	9.4	9.195905126690979	9.213856417074091
1716	8.4	9.219010397489834	9.232233042528955
1717	9	9.242144593852931	9.252460001122065
1718	9.300000000000001	9.265780888177694	9.275804251108857
1719	9.5	9.289486662599087	9.301329884921223
1720	9.1	9.312974504360204	9.328486514643272
1721	8.9	9.336101840720097	9.357078918024554
1722	9.4	9.358914356843599	9.387353660685553
1723	9.800000000000001	9.38114280266667	9.418775938235518
1724	9.300000000000001	9.402178507236483	9.449993574849548
1725	8.699999999999999	9.421646619719391	9.480226645676307
1726	9.4	9.439552750913597	9.509587101273588
1727	10	9.455587623067288	9.537377995905002
1728	9.5	9.468754683821073	9.561226163430577
1729	9.300000000000001	9.478330035926746	9.579427483618829
1730	10.1	9.484113961121212	9.591513101443233
1731	9.9	9.485644322996132	9.596325131614746
1732	9.699999999999999	9.482226212044184	9.592121202586936
1733	10.5	9.473813043971951	9.578709216941208
1734	9.800000000000001	9.460431835816291	9.556025362088736
1735	9.6	9.442083598728519	9.523912227822441
1736	10.3	9.419639152853275	9.484286263627041
1737	9.9	9.39378479353296	9.438559820783615
1738	9.800000000000001	9.3651724653727	9.388045020970763
1739	9.199999999999999	9.335229264518691	9.335910783425033
1740	6.9	9.305459110779074	9.285459159432753
1741	9.300000000000001	9.277562763703475	9.240425159529801
1742	8.4	9.252921632919357	9.203728675677374
1743	9.800000000000001	9.230625058981797	9.172771405660052
1744	8.800000000000001	9.210942583997584	9.147923505843595
1745	8.800000000000001	9.193312213660475	9.127565944725792
1746	8.699999999999999	9.178160000000258	9.112519931982934
1747	9.800000000000001	9.165259901529563	9.102027992922224
1748	8.800000000000001	9.154211205536257	9.094961017578342
1749	9.5	9.144341946135446	9.08959290587153
1750	9.699999999999999	9.135847538767052	9.086344032508052
1751	8.5	9.128285826903516	9.084101243730988
1752	9.199999999999999	9.12174404158135	9.083075697600401
1753	9.1	9.116711987157078	9.08444878391391
1754	8.9	9.112804272593984	9.087281535477537
1755	8.6	9.110020388029913	9.091604803555009
1756	8.800000000000001	9.108317182802029	9.097345647959015
1757	9	9.107458445733027	9.103965448899119
1758	9	9.106809864619025	9.109977417406416
1759	10	9.10567329742373	9.11377113326809
1760	9.800000000000001	9.103384407915415	9.113843227257812
1761	10	9.099212274638395	9.108555038406898
1762	9.6	9.093346383624969	9.09851084232289
1763	8.9	9.086230297111507	9.084899319841719
1764	8.699999999999999	9.078862110781561	9.070218995368935
1765	8.6	9.072316528808592	9.057105266092453
1766	8.699999999999999	9.067252974155933	9.047158702168709
1767	8.699999999999999	9.064057206256498	9.041317388113399
1768	8.9	9.062842855815672	9.03986875082783
1769	8.800000000000001	9.063600711465309	9.042813252946026
1770	8.5	9.066152083083727	9.049747199789437
1771	8.6	9.07034524231246	9.060334900701504
1772	9.199999999999999	9.075858913908826	9.073824760686117
1773	9.300000000000001	9.081946134887009	9.088442111456292
1774	9.1	9.087664770647869	9.101967748384819
1775	10.1	9.092413619415971	9.113028620906215
1776	9	9.095739675185254	9.120606085600629
1777	9.1	9.097085336425792	9.123428174567165
1778	9.199999999999999	9.096868556481558	9.122576730083125
1779	10.4	9.094922132651387	9.117678746217656
1780	9.1	9.091110416458951	9.108453285465206
1781	10.2	9.085381106355909	9.094836218919934
1782	8	9.078911245156647	9.079726257954253
1783	9.300000000000001	9.072264796571639	9.06448235035486
1784	7.8	9.067107357211464	9.053103698025824
1785	8.6	9.063522480734722	9.045707520751876
1786	8.199999999999999	9.062344131651935	9.044250540921912
1787	9.300000000000001	9.063063924993571	9.047424403538404
1788	9.199999999999999	9.06532880949989	9.054343795572166
1789	8.9	9.068162510746593	9.0626400205016
1790	9.4	9.07123572262695	9.071544578333601
1791	9.300000000000001	9.074243079344354	9.080333395957124
1792	9.199999999999999	9.076647757119963	9.087721659713278
1793	9.1	9.078312630042655	9.093399268243386
1794	9.9	9.079162450064009	9.097189636765846
1795	8.699999999999999	9.07913009702756	9.098924029805595
1796	9	9.078103334685187	9.098318138148263
1797	9	9.07676535897127	9.096991583316713
1798	9.6	9.075033016608172	9.094663335591918
1799	7.9	9.072920734569877	9.091293774139643
1800	9.300000000000001	9.070400033593362	9.086730708555146
1801	9.6	9.067996200196065	9.082140374230615
1802	9	9.064823518537912	9.075256230457395
1803	9.1	9.060770038630345	9.065735625665976
1804	9.6	9.056135551166779	9.054216658134083
1805	9	9.050899303066862	9.040545761943502
1806	9.800000000000001	9.045104582643406	9.024742730461091
1807	8.699999999999999	9.039311249183417	9.008087214503371
1808	8.9	9.03377259516466	8.991115947680225
1809	9	9.029518433753982	8.976258697873311
1810	8.800000000000001	9.026898436769658	8.964290977662754
1811	9.699999999999999	9.026305415539591	8.956135447467362
1812	8.199999999999999	9.028185559174878	8.952876147043179
1813	8.699999999999999	9.032797399032074	8.955173615177099
1814	7.8	9.041201546003805	8.965647079556513
1815	9.1	9.053354629657795	8.984234012322123
1816	7.9	9.069308697745956	9.01115056803626
1817	8.9	9.088075728235037	9.044134419744115
1818	9.9	9.109325074753508	9.082574800549324
1819	9.300000000000001	9.131565362474763	9.123073399643141
1820	8.6	9.153677757305561	9.163203953135016
1821	9.6	9.175414522755959	9.2026532418838
1822	10.1	9.196317387503454	9.240557224513548
1823	8.4	9.215289544590263	9.274502800394812
1824	9.300000000000001	9.231897148517234	9.303693459824455
1825	9.800000000000001	9.246379863914102	9.328908917405629
1826	10.1	9.257720453847091	9.347832687373248
1827	9.5	9.265322886883615	9.359184148042345
1828	10.3	9.269072423963319	9.362814954176564
1829	8.199999999999999	9.269392548737027	9.359814454021455
1830	8.699999999999999	9.266509849337915	9.350721636168602
1831	10.1	9.261533652432686	9.338144843076092
1832	9.5	9.254005678237565	9.320826798732606
1833	9.5	9.243385342996254	9.297345951216224
1834	10.5	9.230202729296858	9.268872127725626
1835	9.6	9.214813066329036	9.236102648730309
1836	8.9	9.197690213187219	9.200009682032714
1837	8.9	9.18043250088059	9.164257524874023
1838	8.1	9.16442204385551	9.131915884469535
1839	8.699999999999999	9.150576961956853	9.104907814425109
1840	8.5	9.139699131532829	9.084880583943411
1841	8.800000000000001	9.131694929797685	9.071335143420415
1842	9.300000000000001	9.126553249236762	9.064028254016872
1843	9.1	9.123867874129223	9.061799438289237
1844	8.6	9.123228391465368	9.063530994848385
1845	8.300000000000001	9.124572508621457	9.068983058688879
1846	10.2	9.127751257738321	9.077721300773973
1847	9.300000000000001	9.132124618668707	9.08815911905574
1848	9.4	9.136491438285857	9.097428331630635
1849	9.300000000000001	9.141103574724582	9.106242308336324
1850	9.1	9.145875972200148	9.114485067210609
1851	9.199999999999999	9.15090731777584	9.1225088660164
1852	9.800000000000001	9.156332051014177	9.13076765319966
1853	8.4	9.162167641838087	9.139450779225232
1854	9.300000000000001	9.168505601677762	9.148948838391981
1855	8.1	9.176058031425265	9.161151415959788
1856	9.1	9.184488026435945	9.175392659581368
1857	10.1	9.193956650375043	9.192242071000866
1858	9.199999999999999	9.203503836913548	9.20956335279705
1859	9.6	9.212593101050064	9.226299674266791
1860	7.9	9.221622522964083	9.243642230725957
1861	9.199999999999999	9.230558420314489	9.26168070172567
1862	9.199999999999999	9.239752142245681	9.281404194971653
1863	9.699999999999999	9.248061949134691	9.300160999055402
1864	8.9	9.254929871413371	9.316748504330373
1865	9.699999999999999	9.259758498983505	9.32984499399438
1866	9.699999999999999	9.2623979865386	9.339179075965987
1867	9	9.262111678875515	9.343016879349708
1868	10.4	9.25873928155216	9.34100493160642
1869	9.6	9.252317988233614	9.333214269182667
1870	9	9.242389445687198	9.31847801019768
1871	9.1	9.2297191016174	9.298562668351233
1872	9.800000000000001	9.214854054112758	9.27461820557504
1873	9	9.197916682799328	9.2467260516915
1874	9.300000000000001	9.178995995321177	9.214878903759665
1875	9.5	9.158805331326805	9.180559798358241
1876	9.5	9.137574624643618	9.144044921688177
1877	9.199999999999999	9.115738573109887	9.106109240212692
1878	9.300000000000001	9.094009128071571	9.068188838281857
1879	7.4	9.073299625028602	9.032188198209756
1880	9.1	9.054447296031919	8.999811799371919
1881	8.6	9.038473261284045	8.973201507131789
1882	9.5	9.024668492524498	8.950337361066014
1883	9	9.013179701486376	8.931371751011969
1884	9.800000000000001	9.003719431127976	8.915445882160634
1885	8.6	8.996698848698111	8.903447389302134
1886	8.699999999999999	8.992315633213055	8.895769876837365
1887	8.300000000000001	8.991589970060916	8.894824416622228
1888	8.199999999999999	8.994807881401298	8.901243375256049
1889	9	9.002189901233402	8.915546358216991
1890	8.800000000000001	9.013447183554991	8.937062335389976
1891	8.5	9.027864174486849	8.964150463978969
1892	8.199999999999999	9.045127256012851	8.996196069573786
1893	10	9.064738060315429	9.032151445681901
1894	9.300000000000001	9.085795926437923	9.070022083661515
1895	8.699999999999999	9.106822297342548	9.106467169026018
1896	9.300000000000001	9.127664089567832	9.141392259705624
1897	9.4	9.147936839402734	9.174100644638655
1898	10.1	9.16674439200149	9.20265723384219
1899	9.699999999999999	9.183538314308718	9.225990145651055
1900	9.6	9.197918861034983	9.24338108563922
1901	9.199999999999999	9.210270217948677	9.255983504256088
1902	8.9	9.221029356474403	9.265018180730808
1903	9.300000000000001	9.230773356472932	9.271996068222611
1904	9	9.239869495873338	9.27787514025443
1905	9.199999999999999	9.248364619065784	9.282814261504013
1906	9.5	9.256519632485558	9.287474269391415
1907	8.9	9.264321040123185	9.291822943663453
1908	9.300000000000001	9.271816709405698	9.29596187482996
1909	8.6	9.279315853592598	9.300596955717161
1910	9.199999999999999	9.286650820601304	9.305249724091365
1911	10.1	9.293851814681419	9.309916670654712
1912	9.4	9.300259498434782	9.312923223528307
1913	9.800000000000001	9.305440760706553	9.31317759686708
1914	9.9	9.309791770617949	9.311594204026118
1915	9	9.31341946425851	9.308358293913717
1916	9.199999999999999	9.316867824836798	9.304711569431348
1917	8.5	9.321032016464594	9.302718204073923
1918	9.5	9.326224556917051	9.303009780110674
1919	8.5	9.332799483541917	9.306333563141838
1920	9.6	9.340363658605549	9.311649504129241
1921	10.5	9.349092756002577	9.319337010863393
1922	8.699999999999999	9.358264200566587	9.327621155400443
1923	9.1	9.36780958777422	9.336368834888974
1924	9.300000000000001	9.378684046357112	9.347911330338718
1925	9.199999999999999	9.390658625664717	9.361682697644325
1926	9.699999999999999	9.40355878024625	9.377297850010363
1927	9.199999999999999	9.417266292937647	9.394536181633143
1928	9.6	9.431517705586309	9.412847336022658
1929	9.1	9.446438268368452	9.432638779646748
1930	9.5	9.461803324905672	9.453470291555988
1931	9	9.477661418504342	9.475576332381735
1932	9.4	9.493641509274399	9.49817645256266
1933	9.9	9.509574131202351	9.520994908923273
1934	10	9.524796113638766	9.542568969747501
1935	9.699999999999999	9.538768785028143	9.561767684183279
1936	9.4	9.551372497810084	9.578479721511453
1937	9.6	9.562761570569778	9.593233793752209
1938	10.2	9.573014151809407	9.606346372511094
1939	9.699999999999999	9.58197066835722	9.617547396962937
1940	9.1	9.589567040396085	9.62679709085406
1941	9.1	9.596330872318211	9.635461799750201
1942	9.1	9.602603143517333	9.644400340458334
1943	10.1	9.608178118356768	9.653121287409821
1944	9.6	9.612581090825408	9.660485837546846
1945	10.3	9.615060742246904	9.664697439747089
1946	9.5	9.615572441939015	9.665671351266825
1947	9.6	9.613808185069804	9.662651315434955
1948	10	9.610124306381335	9.656467801866434
1949	10.6	9.60442123677127	9.646806536601998
1950	9.4	9.596621162250365	9.633405012301598
1951	9.300000000000001	9.587020279522561	9.616896386923219
1952	9.1	9.576702960954233	9.599776745859524
1953	9.9	9.566082801061404	9.582857262211204
1954	9.300000000000001	9.555378946253279	9.56647371175324
1955	9.300000000000001	9.544472377122501	9.550149845750298
1956	8.9	9.533799130079636	9.534757356215518
1957	10.1	9.523387055590232	9.520156973500814
1958	9.4	9.513144727164287	9.505930264598813
1959	10.5	9.502468720520719	9.49044566967067
1960	9.699999999999999	9.491623354210336	9.474205059506414
1961	10	9.480487593968981	9.456770340875226
1962	8.6	9.469982144706	9.440231324533112
1963	8.5	9.460771011753527	9.426015733873996
1964	9.5	9.453948952253256	9.416573692251946
1965	9	9.449525337253814	9.411708240773727
1966	9.5	9.446988982204061	9.41001355479869
1967	9.6	9.446345622605318	9.411377959476726
1968	9.300000000000001	9.447150969264769	9.414607630946339
1969	9.300000000000001	9.44923904617524	9.419208709380477
1970	9.6	9.452583534763271	9.425026711292581
1971	9.699999999999999	9.456951317444659	9.431408648214443
1972	9.199999999999999	9.462039941877103	9.437552855285826
1973	9.6	9.467770254004122	9.443214896344235
1974	9.6	9.474240731243626	9.448581341795427
1975	10	9.481181754017344	9.452954962830203
1976	10	9.488582668549105	9.456294254010388
1977	9.4	9.496499350775466	9.458732569536702
1978	9.4	9.505448142262903	9.461525477927077
1979	8.699999999999999	9.516218163149865	9.466572199666672
1980	9.4	9.529278664824943	9.474985297571466
1981	9.199999999999999	9.545061163965284	9.487798169658534
1982	9.800000000000001	9.563261774871883	9.504290224816815
1983	10.1	9.583855359094754	9.524468876042409
1984	9.699999999999999	9.606556923219172	9.547741856068013
1985	8.9	9.631498250534962	9.574558041612812
1986	8.699999999999999	9.659232241630688	9.606379778154819
1987	9	9.690186658081226	9.644342918548112
1988	9.699999999999999	9.724048170023947	9.68779199355153
1989	10.4	9.759921897601863	9.734710730503489
1990	10.6	9.796697113761503	9.782621711169101
1991	9.5	9.833571092086427	9.829838650721832
1992	9.800000000000001	9.870386846138707	9.876241833981645
1993	9.5	9.907480713824654	9.922865219952206
1994	10.2	9.944479763902301	9.96898728428995
1995	10.5	9.981095621559799	10.01409714371933
1996	9.199999999999999	10.01666284229413	10.0567694683337
1997	10.5	10.05094988232641	10.09663240583123
1998	10.3	10.08410592952825	10.1341979217179
1999	10.6	10.11521196488177	10.1673658406433
2000	10.2	10.14415864007962	10.1960168875004
2001	9.9	10.17081704037932	10.2199516786195
2002	10.6	10.19541459134755	10.2398079767945
2003	10.5	10.21798466025978	10.25572415633054
2004	10.5	10.23824484982547	10.26707775938264
2005	10.5	10.25641911239276	10.27448813606115
2006	10.9	10.27279986830844	10.27873270189258
2007	10.5	10.28778862665186	10.28085704142064
2008	10	10.30189145145096	10.28216986075091
2009	10.2	10.3161134333313	10.28519178699749
2010	8.9	10.33137541696874	10.29222681870481
2011	10.7	10.3482079394721	10.30464523808797
2012	9.800000000000001	10.36718307461905	10.32394548659768
2013	9.6	10.38752599041645	10.34840975780011
2014	11	10.40949820372415	10.37890791577243
2015	10.3	10.43264660072325	10.41458743795348
2016	10.4	10.45601344416152	10.4534317265574
2017	10.6	10.47959943473861	10.49578515109366
2018	10.7	10.50299588276684	10.54097721673886
2019	10.4	10.52579788915364	10.58834244078678
2020	10.8	10.54773954947076	10.63752335929351
2021	10.3	10.56868436761437	10.6884142023885
2022	11.1	10.58826735022012	10.7402700005225
2023	11.1	10.60641921660684	10.79295413999125
